University,Country,City,Region,Logo,Link,Type,Size,Faculty_count,International_Students,Students_count,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Latitude,Longitude
Baylor University,United States,Waco,North America,https://www.topuniversities.com/sites/default/files/baylor-university_804_small.jpg,https://www.topuniversities.com/universities/baylor-university,Private,L,1294,777,16822,703,800,803,804,803,1001,31.54615,-97.118453
Belarusian State University of Informatics and Radioelectronics,Belarus,Minsk,Europe,https://www.topuniversities.com/sites/default/files/belarusian-state-university-of-informatics-and-radioelectronics_592560cf2aeae70239af5a53_small.jpg,https://www.topuniversities.com/universities/belarusian-state-university-informatics-radioelectronics,Public,L,703,417,14060,0,0,0,0,1004,1001,,
Benemérita Universidad Autónoma de Puebla,Mexico,Puebla,Latin America,https://www.topuniversities.com/sites/default/files/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_small.jpg,https://www.topuniversities.com/universities/benemerita-universidad-autonoma-de-puebla,Public,XL,2414,283,77248,703,800,803,1002,1004,1001,,
Bina Nusantara University (BINUS),Indonesia,Jakarta,Asia,https://www.topuniversities.com/sites/default/files/bina-nusantara-university-binus_937_small.jpg,https://www.topuniversities.com/universities/bina-nusantara-university-binus,Private,L,1124,593,14612,0,0,0,804,803,1001,,
"Birla Institute of Technology and Science, Pilani",India,Pilani,Asia,https://www.topuniversities.com/sites/default/files/birla-institute-of-technology-and-science-pilani_592560cf2aeae70239af4e0e_small.jpg,https://www.topuniversities.com/universities/birla-institute-technology-science-pilani,Private,L,776,289,13968,0,800,803,804,1004,1001,,
Birmingham City University ,United Kingdom,Birmingham,Europe,https://www.topuniversities.com/sites/default/files/birmingham-city-university-_592560cf2aeae70239af4af8_small.jpg,https://www.topuniversities.com/universities/birmingham-city-university,Public,L,1417,6130,22672,0,0,0,804,803,1001,,
Brigham Young University,United States,Provo,North America,https://www.topuniversities.com/sites/default/files/brigham-young-university_68_small.jpg,https://www.topuniversities.com/universities/brigham-young-university,Private,XL,1512,1163,31752,650,754,803,754,1004,1001,40.25206457,-111.6493156
British University in Egypt,Egypt,Sharqia,Africa,https://www.topuniversities.com/sites/default/files/british-university-in-egypt_592560e29988f300e232122d_small.jpg,https://www.topuniversities.com/universities/british-university-egypt,Private,M,786,319,11004,0,0,0,0,0,1001,30.11805369,31.60593308
Brock University,Canada,St. Catharines,North America,https://www.topuniversities.com/sites/default/files/brock-university_592560cf2aeae70239af5178_small.jpg,https://www.topuniversities.com/universities/brock-university,Public,L,599,2187,17371,0,0,0,0,0,1001,43.11779236,-79.24770323
COMSATS University Islamabad,Pakistan,Islamabad,Asia,https://www.topuniversities.com/sites/default/files/comsats-university-islamabad_592560cf2aeae70239af52bb_small.jpg,https://www.topuniversities.com/universities/comsats-university-islamabad,Public,XL,2264,417,33960,0,0,753,804,803,1001,,
Canterbury Christ Church University,United Kingdom,Bexleyheath,Europe,https://www.topuniversities.com/sites/default/files/canterbury-christ-church-university_592560cf2aeae70239af4dbc_small.jpg,https://www.topuniversities.com/universities/canterbury-christ-church-university,Public,M,674,1522,11458,0,0,0,804,1004,1001,,
Católica de Córdoba,Argentina,Córdoba,Latin America,https://www.topuniversities.com/sites/default/files/catholic-university-of-cordoba_592560cf2aeae70239af5899_small.jpg,https://www.topuniversities.com/universities/catolica-de-cordoba,Private,M,8203,387,106639,0,0,0,0,1004,1001,,
Chang Jung Christian University,Taiwan,Tainan City,Asia,https://www.topuniversities.com/sites/default/files/chang-jung-christian-university_5c65353a5c52f30ed41c5bb1_small.jpg,https://www.topuniversities.com/universities/chang-jung-christian-university,Private,M,772,383,7720,0,0,0,0,0,1001,,
China University of Political Science and Law,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/china-university-of-political-science-and-law_2021_small.jpg,https://www.topuniversities.com/universities/china-university-political-science-law,Public,L,1220,906,17080,0,0,0,0,0,1001,,
Chung Yuan Christian University,Taiwan,Taoyuan City,Asia,https://www.topuniversities.com/sites/default/files/chung-yuan-christian-university_592560cf2aeae70239af524f_small.jpg,https://www.topuniversities.com/universities/chung-yuan-christian-university,Public,L,727,1246,15267,0,0,0,0,1004,1001,,
Chungbuk National University,South Korea,Cheongju,Asia,https://www.topuniversities.com/sites/default/files/chungbuk-national-university_592560cf2aeae70239af4e98_small.jpg,https://www.topuniversities.com/universities/chungbuk-national-university,Public,L,1324,875,14564,0,0,0,0,0,1001,,
Diponegoro University,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,https://www.topuniversities.com/universities/diponegoro-university,Public,XL,2852,741,39928,703,800,803,804,1004,1001,,
Doshisha University,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,https://www.topuniversities.com/universities/doshisha-university,Private,L,1441,1213,28820,703,800,803,1002,1004,1001,,
EGE UNIVERSITY,Turkey,İzmir,Asia,https://www.topuniversities.com/sites/default/files/ege-niversitesi_592560cf2aeae70239af50a1_small.jpg,https://www.topuniversities.com/universities/ege-university,Public,XL,3165,1697,44310,0,0,0,0,1004,1001,,
Escuela Politécnica Nacional,Ecuador,,Latin America,https://www.topuniversities.com/sites/default/files/escuela-politcnica-nacional_592560cf2aeae70239af589c_small.jpg,https://www.topuniversities.com/universities/escuela-politecnica-nacional,Public,M,476,80,7140,0,0,0,804,803,1001,,
Escuela Superior Politécnica del Litoral (ESPOL),Ecuador,Guayaquil,Latin America,https://www.topuniversities.com/sites/default/files/escuela-superior-politcnica-del-litoral-espol_592560cf2aeae70239af547f_small.jpg,https://www.topuniversities.com/universities/escuela-superior-politecnica-del-litoral-espol,Public,M,828,112,11592,0,0,803,804,1004,1001,,
Feng Chia University,Taiwan,Taichung City,Asia,https://www.topuniversities.com/sites/default/files/feng-chia-university_592560cf2aeae70239af4a87_small.jpg,https://www.topuniversities.com/universities/feng-chia-university,Private,L,855,1425,18810,0,800,803,1002,1004,1001,,
Florida Atlantic University - Boca Raton,United States,Boca Raton,North America,https://www.topuniversities.com/sites/default/files/florida-atlantic-university-boca-raton_592560cf2aeae70239af5189_small.jpg,https://www.topuniversities.com/universities/florida-atlantic-university-boca-raton,Public,L,1139,998,21641,0,0,0,0,0,1001,26.37526633,-80.10102039
Fu Jen Catholic University,Taiwan,New Taipei City,Asia,https://www.topuniversities.com/sites/default/files/fu-jen-catholic-university_217_small.jpg,https://www.topuniversities.com/universities/fu-jen-catholic-university,Private,L,791,2059,18984,703,800,803,1002,1004,1001,,
Gazi Üniversitesi,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/gazi-niversitesi_592560cf2aeae70239af50b8_small.jpg,https://www.topuniversities.com/universities/gazi-universitesi,Public,XL,2097,1067,41940,703,800,803,0,1004,1001,,
Glasgow Caledonian University,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/glasgow-caledonian-university_1649_small.jpg,https://www.topuniversities.com/universities/glasgow-caledonian-university,Public,L,723,2753,15183,0,0,0,804,803,1001,,
Harper Adams University,United Kingdom,Newport,Europe,https://www.topuniversities.com/sites/default/files/harper-adams-university_592560cf2aeae70239af4d76_small.jpg,https://www.topuniversities.com/universities/harper-adams-university,Public,S,155,297,2945,0,0,0,1002,0,1001,,
Imam Mohammad Ibn Saud Islamic University – IMSIU,Saudi Arabia,Riyadh,Asia,https://www.topuniversities.com/sites/default/files/al-imam-mohammad-ibn-saud-islamic-university_592560cf2aeae70239af4f14_small.jpg,https://www.topuniversities.com/universities/imam-mohammad-ibn-saud-islamic-university-imsiu,Public,XL,4441,6038,66615,0,0,0,0,0,1001,,
"Indian Institute of Information Technology, Allahabad",India,Prayagraj,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-information-technology-iiit-allahabad_592560cf2aeae70239af4e0f_small.jpg,https://www.topuniversities.com/universities/indian-institute-information-technology-allahabad,Public,S,144,27,1872,0,0,0,1002,0,1001,,
Irkutsk State University,Russia,Irkutsk,Europe,https://www.topuniversities.com/sites/default/files/irkutsk-state-university_592560cf2aeae70239af5064_small.jpg,https://www.topuniversities.com/universities/irkutsk-state-university,Public,L,1072,589,11792,0,0,0,0,0,1001,,
Istanbul Aydin University  ,Turkey,Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-aydin-university-_592560cf2aeae70239af50c0_small.jpg,https://www.topuniversities.com/universities/istanbul-aydin-university,Private,L,1127,3456,16905,0,0,0,0,0,1001,,
Istanbul Bilgi Üniversitesi,Turkey,Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-bilgi-niversitesi_592560cf2aeae70239af50c3_small.jpg,https://www.topuniversities.com/universities/istanbul-bilgi-universitesi,Private,M,839,1261,11746,0,0,0,0,0,1001,,
Ivan Franko National University of Lviv,Ukraine,Lviv,Europe,https://www.topuniversities.com/sites/default/files/-ivan-franko-national-university-of-lviv_592560cf2aeae70239af5ac2_small.jpg,https://www.topuniversities.com/universities/ivan-franko-national-university-lviv,Public,L,1774,298,19514,0,0,0,0,0,1001,,
Izmir Institute of Technology (IZTECH),Turkey,Izmir,Asia,https://www.topuniversities.com/sites/default/files/izmir-institute-of-technology-iztech_592560cf2aeae70239af50c4_small.jpg,https://www.topuniversities.com/universities/izmir-institute-technology-iztech,Public,M,288,159,5472,0,0,0,0,1004,1001,,
Jamia Hamdard,India,New Delhi,Asia,https://www.topuniversities.com/sites/default/files/jamia-hamdard_592560e19988f300e2320f1b_small.jpg,https://www.topuniversities.com/universities/jamia-hamdard,Public,M,522,338,8352,0,0,0,1002,1004,1001,,
Jeju National University ,South Korea,Jeju City,Asia,https://www.topuniversities.com/sites/default/files/jeju-national-university-_592560cf2aeae70239af4e93_small.jpg,https://www.topuniversities.com/universities/jeju-national-university,Public,M,864,579,10368,0,0,0,0,0,1001,,
Kangwon National University ,South Korea,Chuncheon,Asia,https://www.topuniversities.com/sites/default/files/kangwon-national-university-_592560cf2aeae70239af4ead_small.jpg,https://www.topuniversities.com/universities/kangwon-national-university,Public,L,1582,596,22148,0,0,0,0,0,1001,,
Kent State University,United States,Kent,North America,https://www.topuniversities.com/sites/default/files/kent-state-university_592560cf2aeae70239af5351_small.jpg,https://www.topuniversities.com/universities/kent-state-university,Public,L,1252,1465,23788,703,800,753,804,803,1001,41.14655161,-81.33896836
King Mongkut's Institute of Technology Ladkrabang,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/king-mongkuts-institute-of-technology-ladkrabang_592560cf2aeae70239af5213_small.jpg,https://www.topuniversities.com/universities/king-mongkuts-institute-technology-ladkrabang,Public,L,770,307,16170,0,0,0,1002,1004,1001,,
Kookmin University ,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/kookmin-university_1070_small.jpg,https://www.topuniversities.com/universities/kookmin-university,Private,L,1447,2405,17364,0,0,0,0,0,1001,,
Kuwait University,Kuwait,Kuwait City,Asia,https://www.topuniversities.com/sites/default/files/kuwait-university_592560cf2aeae70239af5465_small.jpg,https://www.topuniversities.com/universities/kuwait-university,Public,XL,1693,5235,37246,703,650,803,804,803,1001,,
Leeds Beckett University,United Kingdom,Leeds,Europe,https://www.topuniversities.com/sites/default/files/leeds-beckett-university_592560cf2aeae70239af50f2_small.jpg,https://www.topuniversities.com/universities/leeds-beckett-university,Public,L,1015,1247,19285,0,0,0,1002,1004,1001,,
Makerere University,Uganda,Kampala,Africa,https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg,https://www.topuniversities.com/universities/makerere-university,Public,XL,1468,2694,35232,703,800,0,1002,1004,1001,0.33279563,32.56854318
Marquette University,United States,Milwaukee,North America,https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg,https://www.topuniversities.com/universities/marquette-university,Private,M,913,367,10956,703,800,803,804,1004,1001,43.037183,-87.931088
Meiji University,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/meiji-university_592560cf2aeae70239af5223_small.jpg,https://www.topuniversities.com/universities/meiji-university,Private,XL,1693,1592,32167,0,800,803,1002,1004,1001,,
Miami University,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/miami-university_592560cf2aeae70239af4db1_small.jpg,https://www.topuniversities.com/universities/miami-university,Public,L,1062,2260,18054,703,800,803,804,1004,1001,39.50894714,-84.73450223
Mississippi State University,United States,Starkville,North America,https://www.topuniversities.com/sites/default/files/mississippi-state-university_592560cf2aeae70239af5196_small.jpg,https://www.topuniversities.com/universities/mississippi-state-university,Public,L,1103,730,19854,0,0,0,0,0,1001,33.451697,-88.790826
Multimedia University (MMU),Malaysia,Cyberjaya,Asia,https://www.topuniversities.com/sites/default/files/multimedia-university-mmu_1132_small.jpg,https://www.topuniversities.com/universities/multimedia-university-mmu,Private,M,636,943,8904,0,0,803,804,803,1001,,
Mustansiriyah University,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/-mustansiriyah-university_592560cf2aeae70239af5833_small.jpg,https://www.topuniversities.com/universities/mustansiriyah-university,Public,XL,4704,1505,37632,0,0,803,804,1004,1001,,
